CSPR,inflation_avoided,diffTot
1,3.96018721304894,0.5479795890392896
2,3.3465604106390145,-0.06564721337063606
3,2.907075623928834,-0.5051320000808168
4,3.1102754522035836,-0.301932171806067
5,3.228325517598034,-0.1838821064116165
6,3.499144439211394,0.08693681520174357
7,4.010058813014214,0.5978511890045635
8,3.698661468339328,0.2864538443296776
