DECUC,inflation_avoided,diffTot
10,3.0734156301683306,-0.33879199384131997
9,3.2068936083083104,-0.20531401570134022
8,3.2313887018158933,-0.18081892219375728
7,3.451011752090418,0.03880412808076761
6,3.4306876480224053,0.018480024012754726
5,3.5854885916361847,0.1732809676265341
4,3.6572882961564286,0.24508067214677798
3,3.73662773825213,0.3244201142424794
2,3.7962293786970234,0.38402175468737276
1,3.7092008413155684,0.29699321730591777
