TYPMEN,inflation_avoided,diffTot
1,3.5810852193074543,0.16887759529780366
2,3.2765050987228466,-0.13570252528680404
3,3.565698631729561,0.1534910077199103
4,3.2164682269082494,-0.1957393971014012
5,3.453763998791889,0.0415563747822385
