DECUC,weight_Group_inflation_2022_03,diffTOT
1,4.680526114161665,0.021673767207389005
10,4.461128038755781,-0.19772430819849518
2,4.792058592434617,0.13320624548034043
3,4.714740668680559,0.05588832172628244
4,4.72848429676832,0.06963194981404364
5,4.766675330301061,0.10782298334678497
6,4.674560429036583,0.01570808208230634
7,4.74600846363506,0.08715611668078349
8,4.636630118594764,-0.02222222835951282
9,4.631329594578806,-0.027522752375470638
