STRATE,inflation_avoided,diffTot
0,4.055626992591179,0.6434193685815286
1,3.788779315369792,0.37657169136014135
2,3.496638103577293,0.08443047956764227
3,3.101047124350403,-0.3111604996592474
4,2.7929792079231617,-0.6192284160864889
